backslashjasdlf',backslashasdn',0,0,0,1,0,NULL,NULL,NULL,NULL,backslash;',NULL,NULL,NULL,NULL,NULL,backslash',;',dblequote',B.H.',Thursday',2018-07-12 07:55:06'
'1','7',0,1,0,1,0,1,1,0,NULL,NULL,'wilted partial ',NULL,'less than 50%',NULL,NULL,'down ',NULL,NULL,'d.p.','Monday','2018-07-30 08:18:56'
'1','8',1,NULL,NULL,0,NULL,NULL,1,0,NULL,'1 bar out shelf 2','N/A',NULL,NULL,NULL,NULL,'down',NULL,NULL,'d.p.','Monday','2018-07-30 08:20:32'
'1','9',1,1,0,0,0,1,0,0,NULL,'1 bar out shelf 4 ','discolored minor ',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-07-30 08:23:21'
'1','10 ',0,1,0,0,0,1,0,0,NULL,NULL,'discolor minor ',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-07-30 08:25:40'
'1','11',1,1,0,0,1,1,0,0,NULL,'1 bar out shelf 1','discolored minor ',NULL,NULL,'meter 87',NULL,NULL,NULL,NULL,'d.p.','Monday','2018-07-30 08:27:34'
'1','12',0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-07-30 08:28:36'
'1','13',0,NULL,NULL,0,NULL,NULL,0,0,NULL,NULL,'N/A',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-07-30 08:30:08'
'1','14',0,1,0,0,1,1,0,0,NULL,NULL,'some tips burnt/red',NULL,NULL,'meter85',NULL,NULL,NULL,NULL,'d.p.','Monday','2018-07-30 08:31:50'
'1','15',1,1,0,1,0,2,0,0,NULL,'1 bar out shelf 1 ','some wilted ',NULL,'less than 50%',NULL,'damage to leaves minor ',NULL,NULL,NULL,'d.p.','Monday','2018-07-30 08:33:56'
'1','16 ',1,0,0,1,0,1,0,0,NULL,'1 bar out shelf 1',NULL,NULL,'less thn 50 %',NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-07-30 08:35:46'
'1','17 ',0 ,0,0,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-07-30 08:41:19'
'1','18',0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,'N/A',NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-07-30 08:42:53'
'1','1',1,NULL,NULL,0,0,NULL,0,0,NULL,'diodes out shelf 4','N/A',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:13:43'
'1','2',1,NULL,0,0,1,NULL,0,0,NULL,'diodes out shelf 1','N/A',NULL,NULL,'87',NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:16:11'
'1','3',0,1,0,0,0,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,'thrips/skins; aphids ; damage to plants ;',NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:18:00'
'1','4',0,NULL,NULL,0,NULL,NULL,0,0,NULL,NULL,'N/A',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:18:32'
'1','5',1,2,0,0,0,2,1,0,NULL,'1 bar out shelf 1','discolored  wilted; nutritional',NULL,NULL,NULL,'damage to leaves ','down',NULL,NULL,'d.p.','Tuesday','2018-07-31 08:21:58'
'1','6',1 ,NULL,NULL,0,NULL,NULL,1,0,NULL,'diodes out shelf 2','N/A',NULL,NULL,NULL,NULL,'down',NULL,NULL,'d.p.','Tuesday','2018-07-31 08:23:24'
'1','7',0,0,0,0,0,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,'damage to leaves','down',NULL,NULL,'d.p.','Tuesday','2018-07-31 08:25:34'
'1','8',1,NULL,NULL,0,NULL,NULL,1,0,NULL,'1 bar out shelf 2','N/A',NULL,NULL,NULL,NULL,'down',NULL,NULL,'d.p.','Tuesday','2018-07-31 08:26:38'
'1','9',1,1,0,0,0,1,0,0,NULL,'1 bar out shelf 3',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:29:20'
'1','10',0,1,0,0,0,2,0,0,NULL,NULL,'discolored',NULL,NULL,NULL,'damage to leaves ',NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:31:56'
'1','11',1,1,0,0,1,2 ,0,0,NULL,'1 bar out shelf 1','discolored',NULL,NULL,'meter 87','damage ti leaves ',NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:34:33'
'1','12',0,1,0,0,0,2,0,0,NULL,NULL,'discolor',NULL,NULL,NULL,'damage to leaves minor ',NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:36:17'
'1','12',0,NULL,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:37:12'
'1','14',0,1,0,1,1,0,0,0,NULL,NULL,'burnt tips pf leaves ',NULL,'less than 50% significant ','meter 87',NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:39:54'
'1','15 ',1,1,0,0,0,2,1,0,NULL,'1 bar of shelf 1 ','some wilting ',NULL,NULL,NULL,'damage to leaves ',NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:41:06'
'1','16',1,1,0,1,0,1,0,0,NULL,'1 bar down shelf 4','some discolored ',NULL,'less than 50%',NULL,NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:42:53'
'1','17',1,0,0,0,0,1,0,0,NULL,'missing float on a shelf possible risk for algea growth',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:53:03'
'1','18 ',0,0,1,1,1,1,0,0,NULL,NULL,NULL,'some sitting water no floats/water not running ','less than 50%','missing pump meter ',NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-07-31 08:57:55'
'1','1',0,0,0,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:05:31'
'1','2',1,0,0,0,1,1,0,0,NULL,'diodes out shelf 1',NULL,NULL,NULL,'meter 89',NULL,NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:06:57'
'1','3',0,0,1,0,0,1,0,0,NULL,NULL,NULL,'uneven minor ',NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:08:35'
'1','4',0,NULL,1,1,0,NULL,0,0,NULL,NULL,'N/A','uneven ','less than 50%',NULL,NULL,NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:10:04'
'1','5',1,1,0,0,0,1,1,0,NULL,'1 bar out shelf 1','discolored ',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:14:55'
'1','6',1,0,1,0,1,1,1,0,NULL,'diodes out shelf 2 ',NULL,'uneven ',NULL,'meter 87',NULL,'down',NULL,NULL,'d.p.','Wednesday','2018-08-01 08:16:03'
'1','7',0,0,0,0,0,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,'damage to leaves on seedlings shelfs 1; 2; 4; samples places on res ','down ',NULL,NULL,'d.p.','Wednesday','2018-08-01 08:20:29'
'1','8',1,NULL,1,0,0,NULL,1,0,NULL,'1 bar out shelf 2','N/A','uneven ',NULL,NULL,NULL,'down',NULL,NULL,'d.p.','Wednesday','2018-08-01 08:21:52'
'1','9',1,0,0,1,0,2,0,0,NULL,'1 bar out shelf 4',NULL,NULL,'less than 50%',NULL,'damage to leaves sample on res',NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:26:22'
'1','10',0,1,0,0,0,2,0,0,NULL,NULL,'discolored; necrosis ',NULL,NULL,NULL,'damage to leaves; confirm?',NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:30:50'
'1','11',1,1,0,0,1,2,0,0,NULL,'1 bar out shelf 1','damage to leaves ',NULL,NULL,'meter 87 ','damage to leaves; confirm ?',NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:32:00'
'1','12 ',0,1,1,0,0,2,0,0,NULL,NULL,'some discolored ','uneven ',NULL,NULL,'damage to leaves ; sample on res ',NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:35:31'
'1','13 ',0,NULL,1,1,0,NULL,0,0,NULL,NULL,'N/A','uneven ',' less than 50%',NULL,NULL,NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:36:16'
'1','14',0,1,0,0,1,1,0,0,NULL,NULL,'burnt tips ',NULL,NULL,'meter 87 ',NULL,NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:38:50'
'1','15 ',1,1,1,0,0,2,0,0,NULL,'1 bar out shelf 1 ','some discolored ','uneven ',NULL,NULL,'damage to leaves ; sample left on top of res ',NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:40:31'
'1','16',1,1,0,1,0,2,0,0,NULL,'1 bar out shelf 3','some discolored minor ',NULL,'less than 50%',NULL,'damage to leaves minor but present sample left on res ',NULL,NULL,NULL,'d.p.','Wednesday','2018-08-01 08:43:46'
'1','17',1,0,0,0,0,1,1,0,NULL,'one float missing ',NULL,NULL,NULL,NULL,NULL,'turned off/down ',NULL,NULL,'d.p.','Wednesday','2018-08-01 08:48:28'
'1','18 ',0,0,NULL,1,NULL,NULL,NULL,0,NULL,NULL,NULL,'N/A','less than ','off',NULL,'off',NULL,NULL,'d.p.','Wednesday','2018-08-01 08:49:47'
'1','1',1,0,1,0,1,1,0,0,NULL,'diodes out shelf 4',NULL,'uneven',NULL,'meter 89',NULL,NULL,NULL,NULL,'dp ','Thursday','2018-08-02 08:06:57'
'1','2',1,0,0,0,1,1,0,0,NULL,'diodes out shelf 1',NULL,NULL,NULL,'89',NULL,NULL,NULL,NULL,'dp ','Thursday','2018-08-02 08:09:18'
'1','3',0,0,0,0,0,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,'thripes/skins/damage to leaves minor ',NULL,NULL,NULL,'dp ','Thursday','2018-08-02 08:10:10'
'1','4',0,0,0 ,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'dp ','Thursday','2018-08-02 08:11:53'
'1','5',1,NULL,NULL,0,NULL,1,1,0,NULL,'1 bar out shelf 1','N/A',NULL,NULL,NULL,NULL,'down',NULL,NULL,'dp ','Thursday','2018-08-02 08:13:25'
'1','6',0,0,0,0,0,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'down',NULL,NULL,'dp ','Thursday','2018-08-02 08:15:52'
'1','7',0,1,0,1,0,2,1 ,0,NULL,NULL,'some wilted',NULL,'less than 50%',NULL,'damage to leaves ','down ',NULL,NULL,'dp ','Thursday','2018-08-02 08:18:19'
'1','8',1,0,1,0,0,1,1,0,NULL,'1bar out shelf 1 ',NULL,'uneven ',NULL,NULL,NULL,'down ',NULL,NULL,'dp ','Thursday','2018-08-02 08:20:17'
'1','9',1 ,0,0,0,0,1,1,0,NULL,'1 bar out shelf 1',NULL,NULL,NULL,NULL,NULL,'unplugged  due to potential issue contact facilities ','0',NULL,'dp ','Thursday','2018-08-02 08:23:46'
'1','10',0,0,0,0,0,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,'damage to leaves minor ','unplugged see rack#9comment',NULL,NULL,'dp ','Thursday','2018-08-02 08:26:28'
'1','11',1,1,0,1,1,1,1,0,NULL,'1 bar out shelf 1','discolored; nutritional ',NULL,'less than 50%','meter 85',NULL,'unplugged see rack#9comment',NULL,NULL,'dp ','Thursday','2018-08-02 08:29:28'
'1','12',0,1,0,0,0,2,1,0,NULL,NULL,'discolored; wilted; nutritional ',NULL,NULL,NULL,'damage to leaves minor ','unplugged see rack#9comment',NULL,NULL,'dp ','Thursday','2018-08-02 08:32:06'
'1','13',0,0,0,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'dp ','Thursday','2018-08-02 08:32:50'
'1','14',0,1,0,0,1,1,0,0,NULL,NULL,'nutritional; discolored; burnt tips',NULL,NULL,'meter 85',NULL,NULL,NULL,NULL,'dp ','Thursday','2018-08-02 08:35:07'
'1','15',1,1,0,0,0,1,0,1,NULL,'1 bar out rack 1','discolored; nutritional ',NULL,NULL,NULL,NULL,NULL,'floor under reservoir',NULL,'dp ','Thursday','2018-08-02 08:37:40'
'1','16',1,1,0,0,0,2,0,1 ,NULL,'1 bar out shelf 4','discolored minor ',NULL,NULL,NULL,'damage to leaves minor ',NULL,'near front of manifold on floor ',NULL,'dp ','Thursday','2018-08-02 08:40:40'
'1','17',0,1,0,0,0,2,0,0,NULL,NULL,'dicolored minor',NULL,NULL,NULL,'damage to leaves very minor ',NULL,NULL,NULL,'dp ','Thursday','2018-08-02 08:45:35'
'1','18',1,0,NULL,1,NULL,0,NULL,0,NULL,'off',NULL,NULL,'tipping point ',NULL,NULL,NULL,NULL,NULL,'dp ','Thursday','2018-08-02 08:46:41'
'1','1',1,0,1,0,1,1,0,0,0,'diodes out shelf 4 ',NULL,'uneven shelf 7',' ','89',NULL,NULL,NULL,NULL,'dp ','Friday','2018-08-03 08:11:48'
'1','2',0,0,0,0,1,1,0,0,0,NULL,NULL,NULL,NULL,'88',NULL,NULL,NULL,NULL,'dp ','Friday','2018-08-03 08:14:33'
'1','3',0,1,0,0,0,2,0,0,0,NULL,'discolored',NULL,NULL,NULL,'damage to leaves ',NULL,NULL,NULL,'dp ','Friday','2018-08-03 08:18:16'
'1','4',0,0,0,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'dp ','Friday','2018-08-03 08:20:33'
'1','5',1,NULL,0,0,0,NULL,1,0,1,'1 bar out shelf 1','N/A',NULL,NULL,NULL,NULL,'Down',NULL,'no risers shelf 4 due to flooding on 8/2 ','dp ','Friday','2018-08-03 08:24:10'
'1','6',0,0,1,NULL,0,2,1,0,0,NULL,NULL,NULL,NULL,NULL,'damage to leaves minor ','down',NULL,NULL,'dp ','Friday','2018-08-03 08:28:51'
'1','7',0,0,0,0,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,'down',NULL,NULL,'dp ','Friday','2018-08-03 08:32:39'
'1','0',1,0,0,0,0,1,1,0,0,'1 bar out shelf 2',NULL,NULL,NULL,NULL,NULL,'down',NULL,NULL,'dp ','Friday','2018-08-03 08:34:47'
'1','9',1 ,0,0,0,0,1,0,0,0,'1 bar out shelf 4',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'dp ','Friday','2018-08-03 08:40:48'
'1','10',0,1,0,0,0,1,0,0,0,NULL,'nutritional',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'dp ','Friday','2018-08-03 08:42:35'
'1','11',1,1,0,0,1,1,0,0,0,'1 bar out shelf 1','nutritional ',NULL,NULL,'meter 87',NULL,NULL,NULL,NULL,'dp ','Friday','2018-08-03 08:48:17'
'1','12',0,0,0,0,0,2,0,0,0,NULL,NULL,NULL,NULL,NULL,'damage to leaves minor ',NULL,NULL,'(no screens each shelf)','dp ','Friday','2018-08-03 08:50:21'
'1','13 ',0,0,0,0,0,2 ,0,0,0,NULL,NULL,NULL,NULL,NULL,'damage to leaves minor ',NULL,NULL,NULL,'dp ','Friday','2018-08-03 08:53:53'
'1','14',0,1,1,0,1,0,0,0,0,NULL,'nutritional; burnt tips ','rack in use/work',NULL,'meter 87 ',NULL,NULL,NULL,NULL,'dp ','Friday','2018-08-03 08:56:41'
'1','15',1,1,0,1,0,2,0,0,0,'1 bar out shelf 1','necrosis; discolor; wilt',NULL,'less thn 50%',NULL,'damage to leaves minor ',NULL,NULL,NULL,'dp ','Friday','2018-08-03 08:59:38'
'1','16 ',1,1,0,0,0,2,0,1,0,'1 bar out shelf 3','discolored',NULL,NULL,NULL,'damage to leaves ',NULL,'leak front of manifold',NULL,'dp ','Friday','2018-08-03 09:08:09'
'1','17',0,0,0,0,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'screens ;missing','dp ','Friday','2018-08-03 09:14:01'
'1','18',0,0,NULL,1,NULL,NULL,NULL,0,1,NULL,NULL,'N/A','tipping point ',NULL,NULL,'off',NULL,'1 riser missing shelf 7','dp ','Friday','2018-08-03 09:15:19'
'1','1',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 11:57:08'
'1','2',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 11:57:26'
'1','3',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 11:57:45'
'1','4',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 11:58:01'
'1','5',NULL,0,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,'shelf 6 no flow pipe down',NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 11:59:01'
'1','6',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 12:00:45'
'1','7',NULL,1,0,NULL,0,NULL,NULL,0,NULL,NULL,'seedlings not in holes   drying out',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 12:01:22'
'1','8',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 12:01:44'
'1','9',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 12:02:56'
'1','10',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 12:03:09'
'1','11',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 12:03:24'
'1','12',NULL,1,0,NULL,0,NULL,NULL,0,NULL,NULL,'discolored',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 12:04:32'
'1','13',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 12:04:54'
'1','14',NULL,1,0,NULL,0,NULL,NULL,0,NULL,NULL,'discolored  pull',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 12:05:59'
'1','15',NULL,1,0,NULL,0,NULL,NULL,1,NULL,NULL,'discolored  ',NULL,NULL,NULL,NULL,NULL,'drip next to reservoir',NULL,'jw','Saturday','2018-08-04 12:06:44'
'1','16',NULL,1,0,NULL,0,NULL,NULL,0,NULL,NULL,'wilted discolored',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Saturday','2018-08-04 12:07:18'
'1','1',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:35:31'
'1','2',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:35:51'
'1','3',NULL,1,0,NULL,0,NULL,NULL,0,NULL,NULL,'discolored  - no growth',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:36:38'
'1','4',NULL,0,1,NULL,0,NULL,NULL,0,NULL,NULL,NULL,'shelf 6 - no outflow pipe',NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:37:56'
'1','6',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:41:41'
'1','7',NULL,1,0,NULL,0,NULL,NULL,0,NULL,NULL,'discoloration yellowing',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:42:17'
'1','8',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:42:29'
'1','9',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:43:38'
'1','10',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:43:53'
'1','11',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:44:06'
'1','12',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:44:24'
'1','13',NULL,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:45:40'
'1','14',NULL,1,0,NULL,0,NULL,NULL,1,NULL,NULL,'discoloration yellowing',NULL,NULL,NULL,NULL,NULL,'overfilled',NULL,'jw','Sunday','2018-08-05 10:46:26'
'1','15',NULL,1,0,NULL,0,NULL,NULL,0,NULL,NULL,'discoloration',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:46:51'
'1','16',NULL,1,0,NULL,0,NULL,NULL,0,NULL,NULL,'discoloration',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'jw','Sunday','2018-08-05 10:47:32'
'1','1',1,0,0,0,1,1,1,0,NULL,'diodes out 4',NULL,NULL,NULL,'meter 89',NULL,'airator down ',NULL,NULL,'d.p.','Monday','2018-08-06 09:01:37'
'1','2',1,0,0,1,1,1,1,0,NULL,'diodes out shelf 1',NULL,NULL,'less than 50%','meter 89',NULL,'down',NULL,NULL,'d.p.','Monday','2018-08-06 09:04:07'
'1','3',1,1,0,0,0,2,1,0,NULL,NULL,'discoloration minor ',NULL,NULL,NULL,'damage to leaves minor ','down',NULL,NULL,'d.p.','Monday','2018-08-06 09:05:47'
'1','4',0,0,0,0,0,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'down ',NULL,NULL,'d.p.','Monday','2018-08-06 09:08:08'
'1','5',1,NULL,0,0,0,NULL,1,0,NULL,'1 bar out rack 1','N/A',NULL,NULL,NULL,NULL,'down',NULL,NULL,'d.p.','Monday','2018-08-06 09:09:26'
'1','6',0,0,0,1,0,1,1,0,NULL,NULL,NULL,NULL,'less than 50%',NULL,NULL,'down',NULL,NULL,'d.p.','Monday','2018-08-06 09:12:07'
'1','7',0,1,0,1,0,1,1,0,NULL,NULL,'discoloration minor ',NULL,'less than 50%',NULL,NULL,'down',NULL,NULL,'d.p.','Monday','2018-08-06 09:13:24'
'1','8',1,0,0,0,0,1,1,0,NULL,'1 bar out shelf 2',NULL,NULL,NULL,NULL,NULL,'down',NULL,NULL,'d.p.','Monday','2018-08-06 09:14:50'
'1','9',1,0,0,1,0,1,0,0,NULL,'1 bar out shelf 3',NULL,NULL,'less than 50%',NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-08-06 09:17:23'
'1','10',0,1,0,1,0,1,0,0,NULL,NULL,'nutritional/discoloration',NULL,'less than 50%',NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-08-06 09:20:26'
'1','11',1,0,0,1,1,1,0,0,NULL,'1 bar out shelf 1',NULL,NULL,'less than 50%','meter 87',NULL,NULL,NULL,NULL,'d.p.','Monday','2018-08-06 09:21:19'
'1','12',0,0,0,1,0,1,0,0,NULL,NULL,NULL,NULL,'less than 50%',NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-08-06 09:23:13'
'1','13',0,0,0,1,0,1,0,0,NULL,NULL,NULL,NULL,'less than 50%',NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-08-06 09:23:49'
'1','14',0,1,NULL,NULL,1,NULL,0,0,NULL,NULL,'discoored; nutitional ','N/A','N/A','88',NULL,NULL,NULL,NULL,'d.p.','Monday','2018-08-06 09:25:24'
'1','15',1,1,0,0,0,1,0,0,NULL,'1 bar out shelf 1','discolored follow up',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-08-06 09:28:35'
'1','16',1,0,0,1,0,1,0,0,NULL,'1 bar out shelf 4',NULL,NULL,'less than 50%',NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-08-06 09:31:00'
'1','17',1,1,0,0,0,1,0,0,NULL,'turned off','discoloration minor',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-08-06 09:34:37'
'1','18',0,1,0,0,0,1,0,0,NULL,NULL,'burnt tip minor ',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Monday','2018-08-06 09:35:12'
'1','1',0,0,0,0,1,1,1,0,NULL,NULL,NULL,NULL,NULL,'meter 89 ',NULL,'down',NULL,NULL,'d.p.','Tuesday','2018-08-07 09:00:35'
'1','2',0,0,0,0,1,1,1,0,NULL,NULL,NULL,NULL,NULL,'meter 89',NULL,'down',NULL,NULL,'d.p.','Tuesday','2018-08-07 09:02:03'
'1','3',0,NULL,NULL,1,NULL,NULL,1,0,NULL,NULL,'N/A cleaning In process',NULL,'less than 50 ',NULL,NULL,'down ',NULL,NULL,'d.p.','Tuesday','2018-08-07 09:04:23'
'1','4',0,0,0,0,0,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'down',NULL,NULL,'d.p.','Tuesday','2018-08-07 09:06:42'
'1','5',1,NULL,0,0,0,NULL,1,0,NULL,'1 bar out shelf 1','N/A cleaning in peocess',NULL,NULL,NULL,NULL,'down ',NULL,NULL,'d.p.','Tuesday','2018-08-07 09:07:51'
'1','6',0,1,1,0,1,2,1,0,NULL,NULL,'discolored','uneven',NULL,'meter 89 ','damage to leaves minor ','down ',NULL,NULL,'d.p.','Tuesday','2018-08-07 09:10:55'
'1','7',0,NULL,NULL,1,NULL,NULL,1,0,NULL,NULL,'N/A cleaning in process ',NULL,'less than 50%',NULL,NULL,'down ',NULL,NULL,'d.p.','Tuesday','2018-08-07 09:13:42'
'1','8',1,0,0,0,0,1,1,0,NULL,'1 bar out shelf 2',NULL,NULL,NULL,NULL,NULL,'down',NULL,NULL,'d.p.','Tuesday','2018-08-07 09:15:53'
'1','9',1,0,1,0,0,1,0,0,NULL,'1 bar out shelf 4',NULL,'uneven ',NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-08-07 09:17:37'
'1','10',0,1,1,0,0,1,0,0,NULL,NULL,'discoloration minor ','uneven',NULL,NULL,NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-08-07 09:19:19'
'1','11',0,0,0,0,1,1,0,0,NULL,NULL,NULL,NULL,NULL,'meter 86',NULL,NULL,NULL,NULL,'d.p.','Tuesday','2018-08-07 09:20:45'
